sales_id,retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method
757,Foot Locker,1185732,14/04/2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,40,225,9000,3150,In-store
758,West Gear,1185732,10/02/2021,Southeast,Florida,Orlando,Men's Street Footwear,44,234,10296,566,Online
759,Foot Locker,1185732,23/05/2021,South,Tennessee,Knoxville,Women's Street Footwear,25,225,5625,1969,Outlet
760,Foot Locker,1185732,14/04/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,30,225,6750,2700,In-store
761,West Gear,1128299,06/11/2020,West,California,San Francisco,Women's Apparel,49,233,11417,285,Online
762,Foot Locker,1185732,26/05/2021,Midwest,Nebraska,Omaha,Women's Apparel,35,225,7875,3938,Outlet
763,Kohl's,1185732,08/02/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,25,225,5625,2250,In-store
764,Foot Locker,1185732,28/06/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,35,225,7875,2756,Outlet
765,Kohl's,1185732,06/03/2021,Northeast,New Jersey,Newark,Women's Street Footwear,25,225,5625,2250,In-store
766,Amazon,1185732,04/11/2021,Northeast,Maine,Portland,Women's Apparel,40,225,9000,3600,Outlet
767,Kohl's,1185732,06/03/2021,Northeast,New Jersey,Newark,Women's Apparel,35,225,7875,3150,In-store
768,West Gear,1128299,16/01/2021,West,California,San Francisco,Men's Apparel,64,233,14912,954,Online
769,Sports Direct,1185732,03/03/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,40,225,9000,3600,In-store
770,West Gear,1128299,17/01/2021,West,California,San Francisco,Women's Apparel,72,233,16776,487,Online
771,Foot Locker,1185732,10/01/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,35,225,7875,2756,In-store
772,West Gear,1128299,13/02/2021,West,California,San Francisco,Women's Street Footwear,52,233,12116,485,Online
773,Foot Locker,1185732,18/04/2021,Midwest,Missouri,St. Louis,Men's Apparel,40,225,9000,3150,In-store
774,Foot Locker,1185732,10/01/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,25,225,5625,2250,In-store
775,Foot Locker,1185732,19/05/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,30,225,6750,2700,In-store
776,Foot Locker,1185732,10/01/2021,Northeast,Connecticut,Hartford,Women's Apparel,35,225,7875,3150,In-store
777,Sports Direct,1197831,27/09/2021,South,Texas,Dallas,Women's Apparel,56,233,13048,913,Online
778,Sports Direct,1185732,24/05/2020,Southeast,Florida,Miami,Women's Street Footwear,52,248,12896,477,Online
779,Foot Locker,1185732,08/02/2021,Northeast,Rhode Island,Providence,Women's Apparel,35,225,7875,3150,In-store
780,Foot Locker,1185732,18/10/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,225,5625,2250,In-store
781,West Gear,1185732,09/04/2021,Northeast,New York,Albany,Men's Street Footwear,42,248,10416,583,Online
782,Foot Locker,1185732,08/06/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,40,225,9000,3600,In-store
783,Foot Locker,1185732,18/10/2021,Midwest,Missouri,St. Louis,Men's Apparel,35,225,7875,2756,In-store
784,West Gear,1128299,17/06/2021,South,Louisiana,New Orleans,Men's Street Footwear,58,248,14384,734,Online
785,Amazon,1185732,11/04/2021,Northeast,Vermont,Burlington,Women's Street Footwear,35,225,7875,2756,In-store
786,West Gear,1128299,18/05/2021,South,Louisiana,New Orleans,Men's Apparel,40,225,9000,4050,In-store
787,Walmart,1185732,06/05/2020,Northeast,New York,New York,Women's Athletic Footwear,54,225,12150,559,Online
788,Sports Direct,1197831,20/07/2020,Northeast,New York,New York,Men's Athletic Footwear,34,225,7650,375,Online
789,Foot Locker,1185732,09/01/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,29,248,7192,280,Online
790,Sports Direct,1197831,07/08/2020,South,Texas,Houston,Men's Athletic Footwear,38,225,8550,385,Online
791,Foot Locker,1128299,23/02/2021,West,Arizona,Phoenix,Women's Athletic Footwear,40,225,9000,3150,Online
792,Foot Locker,1185732,05/07/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,51,248,12648,455,Online
793,Amazon,1185732,22/06/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,30,225,6750,2700,Online
794,Foot Locker,1185732,22/01/2020,Northeast,New York,New York,Women's Athletic Footwear,32,248,7936,302,Outlet
795,Amazon,1185732,21/07/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,40,225,9000,3600,Online
796,Walmart,1197831,12/09/2020,South,Texas,Houston,Men's Athletic Footwear,29,248,7192,280,Outlet
797,Amazon,1185732,23/09/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,35,225,7875,3150,Online
798,West Gear,1128299,02/11/2020,South,Texas,Houston,Men's Athletic Footwear,33,248,8184,188,Outlet
799,Walmart,1197831,20/04/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,20,225,4500,1800,Online
800,West Gear,1128299,20/01/2021,West,California,San Francisco,Women's Street Footwear,51,248,12648,493,Outlet
801,Walmart,1197831,14/08/2020,South,Texas,Houston,Women's Street Footwear,33,225,7425,356,Online
802,Walmart,1197831,04/09/2020,South,Texas,Houston,Women's Apparel,46,225,10350,673,Online
803,West Gear,1197831,23/01/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,20,225,4500,1800,Online
804,Sports Direct,1197831,21/10/2021,South,Texas,Dallas,Women's Apparel,65,233,15145,1000,Online
805,West Gear,1128299,26/01/2021,West,California,San Francisco,Women's Street Footwear,39,248,9672,329,Outlet
806,West Gear,1128299,01/01/2021,West,California,San Francisco,Men's Athletic Footwear,64,225,14400,518,Online
807,West Gear,1185732,09/09/2020,Southeast,Florida,Miami,Men's Apparel,62,233,14446,708,Online
808,West Gear,1128299,26/01/2021,West,California,San Francisco,Women's Street Footwear,52,225,11700,468,Online
809,West Gear,1197831,20/04/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25,225,5625,1969,Online
810,Kohl's,1189833,13/03/2021,West,California,Los Angeles,Men's Street Footwear,34,225,7650,405,Online
811,West Gear,1197831,20/04/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,15,225,3375,1350,Online
812,Kohl's,1189833,20/04/2021,West,California,Los Angeles,Men's Athletic Footwear,47,225,10575,370,Online
813,West Gear,1197831,19/05/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,35,225,7875,3150,Online
814,Kohl's,1189833,25/05/2021,West,California,Los Angeles,Men's Street Footwear,49,225,11025,562,Online
815,Foot Locker,1185732,19/08/2020,Southeast,Florida,Miami,Men's Athletic Footwear,42,225,9450,454,Online
816,West Gear,1197831,21/10/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,20,225,4500,1800,Online
817,Foot Locker,1185732,23/08/2020,Southeast,Florida,Miami,Women's Apparel,42,225,9450,605,Online
818,Kohl's,1197831,14/02/2021,Midwest,Kansas,Wichita,Men's Apparel,35,225,7875,2756,Online
819,West Gear,1185732,12/09/2020,Southeast,Florida,Miami,Men's Athletic Footwear,57,225,12825,590,Online
820,Foot Locker,1197831,13/11/2021,Midwest,Kansas,Wichita,Women's Street Footwear,25,220,5500,1925,Online
821,Foot Locker,1185732,21/09/2020,Southeast,Florida,Miami,Men's Apparel,52,225,11700,527,Online
822,West Gear,1185732,06/11/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,35,220,7700,2310,In-store
823,Sports Direct,1185732,25/09/2020,Southeast,Florida,Miami,Women's Street Footwear,41,225,9225,341,Online
824,West Gear,1128299,11/01/2021,West,California,San Francisco,Women's Apparel,72,219,15768,552,Online
825,Sports Direct,1197831,20/05/2021,South,Tennessee,Knoxville,Women's Apparel,61,225,13725,1016,Online
826,Foot Locker,1185732,18/06/2021,South,Mississippi,Jackson,Men's Street Footwear,44,210,9240,480,Online
827,West Gear,1128299,31/01/2021,West,California,San Francisco,Men's Athletic Footwear,59,219,12921,375,Online
828,Sports Direct,1197831,12/09/2021,South,Alabama,Birmingham,Men's Street Footwear,38,225,8550,522,Online
829,Kohl's,1197831,12/03/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,20,225,4500,1575,Online
830,Walmart,1197831,20/08/2021,South,Arkansas,Little Rock,Men's Street Footwear,55,210,11550,624,Online
831,Sports Direct,1197831,07/10/2021,South,Alabama,Birmingham,Men's Athletic Footwear,58,225,13050,835,Online
832,Foot Locker,1185732,24/05/2020,Southeast,Florida,Miami,Women's Apparel,64,219,14016,883,Online
833,Kohl's,1197831,12/09/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,15,225,3375,1181,Online
834,Sports Direct,1197831,22/07/2020,Northeast,New York,New York,Women's Athletic Footwear,27,210,5670,295,Outlet
835,Foot Locker,1185732,05/12/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,58,219,12702,572,Online
836,Kohl's,1197831,12/09/2021,Midwest,Kansas,Wichita,Men's Apparel,25,225,5625,1969,Online
837,Walmart,1128299,16/07/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,88,225,19800,792,Online
838,Walmart,1197831,29/10/2020,South,Texas,Houston,Women's Athletic Footwear,36,210,7560,393,Outlet
839,Foot Locker,1185732,12/02/2021,Midwest,Kansas,Wichita,Women's Street Footwear,30,225,6750,2025,Online
840,Foot Locker,1128299,23/12/2021,Southeast,Virginia,Richmond,Men's Street Footwear,60,225,13500,635,Online
841,West Gear,1128299,12/11/2020,West,California,San Francisco,Women's Apparel,33,210,6930,152,Outlet
842,West Gear,1128299,04/11/2020,South,Texas,Houston,Women's Athletic Footwear,35,219,7665,276,Outlet
843,Foot Locker,1128299,23/12/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,74,225,16650,749,Online
844,West Gear,1128299,15/11/2020,West,California,San Francisco,Women's Street Footwear,47,210,9870,415,Outlet
845,Kohl's,1189833,29/05/2021,West,California,Los Angeles,Men's Apparel,43,219,9417,584,Outlet
846,Sports Direct,1185732,15/07/2021,Midwest,Michigan,Detroit,Men's Street Footwear,57,225,12825,770,Online
847,Foot Locker,1185732,11/03/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,30,225,6750,2025,Online
848,West Gear,1128299,01/02/2021,West,California,San Francisco,Women's Street Footwear,42,210,8820,291,Outlet
849,Sports Direct,1197831,05/10/2021,South,Texas,Dallas,Men's Athletic Footwear,29,219,6351,298,Outlet
850,Sports Direct,1185732,17/10/2021,Midwest,Michigan,Detroit,Men's Street Footwear,49,225,11025,673,Online
851,Foot Locker,1185732,11/03/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,40,225,9000,3600,Online
852,West Gear,1128299,08/02/2021,West,California,San Francisco,Women's Athletic Footwear,37,210,7770,225,Outlet
853,Sports Direct,1197831,17/03/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,23,219,5037,196,Outlet
854,West Gear,1128299,24/06/2021,West,Oregon,Portland,Men's Street Footwear,51,225,11475,562,Online
855,Kohl's,1189833,12/03/2021,West,California,Los Angeles,Women's Apparel,29,210,6090,140,Outlet
856,Foot Locker,1185732,06/08/2021,Southeast,South Carolina,Charleston,Men's Apparel,51,225,11475,528,Online
857,Sports Direct,1197831,02/05/2021,South,Tennessee,Knoxville,Women's Apparel,30,219,6570,407,Outlet
858,Kohl's,1189833,08/04/2021,West,California,Los Angeles,Men's Athletic Footwear,34,210,7140,207,Outlet
859,Foot Locker,1185732,07/10/2021,Southeast,South Carolina,Charleston,Women's Apparel,56,225,12600,819,Online
860,West Gear,1128299,17/11/2021,South,Louisiana,New Orleans,Men's Street Footwear,28,219,6132,288,Outlet
861,Kohl's,1189833,09/05/2021,West,California,Los Angeles,Women's Street Footwear,38,210,7980,359,Outlet
862,Foot Locker,1185732,06/11/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,53,225,11925,501,Online
863,Sports Direct,1197831,05/09/2021,West,Idaho,Boise,Men's Athletic Footwear,38,219,8322,358,Outlet
864,Kohl's,1189833,12/05/2021,West,California,Los Angeles,Women's Apparel,49,210,10290,226,Outlet
865,Sports Direct,1185732,05/12/2021,Southeast,South Carolina,Charleston,Men's Apparel,66,225,14850,668,Online
866,Kohl's,1189833,17/05/2021,West,California,Los Angeles,Men's Apparel,46,210,9660,599,Outlet
867,Foot Locker,1185732,18/06/2021,South,Mississippi,Jackson,Women's Apparel,51,219,11169,592,Outlet
868,Amazon,1185732,02/12/2021,Southeast,North Carolina,Charlotte,Women's Apparel,69,225,15525,1009,Online
869,Sports Direct,1197831,30/08/2021,South,Texas,Dallas,Men's Athletic Footwear,21,210,4410,176,Outlet
870,West Gear,1128299,02/01/2021,West,California,San Francisco,Women's Street Footwear,60,218,13080,667,Online
871,Amazon,1185732,09/09/2021,Midwest,Ohio,Columbus,Men's Street Footwear,50,225,11250,608,Online
872,Sports Direct,1197831,03/09/2021,South,Texas,Dallas,Women's Apparel,22,210,4620,263,Outlet
873,West Gear,1128299,15/01/2021,West,California,San Francisco,Women's Athletic Footwear,55,218,11990,480,Online
874,Foot Locker,1185732,18/02/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,28,225,6300,328,Online
875,Sports Direct,1197831,17/05/2021,South,Tennessee,Knoxville,Women's Street Footwear,44,210,9240,471,Outlet
876,West Gear,1128299,28/01/2021,West,California,San Francisco,Men's Apparel,63,218,13734,797,Online
877,West Gear,1128299,02/01/2021,West,California,San Francisco,Women's Street Footwear,46,225,10350,455,Outlet
878,Sports Direct,1197831,03/09/2021,South,Alabama,Birmingham,Women's Athletic Footwear,31,210,6510,391,Outlet
879,West Gear,1128299,05/01/2021,West,California,San Francisco,Women's Apparel,58,225,13050,300,Outlet
880,Foot Locker,1128299,23/07/2021,Southeast,Virginia,Richmond,Men's Apparel,72,210,15120,650,Outlet
881,West Gear,1128299,28/01/2021,West,California,San Francisco,Men's Apparel,43,225,9675,464,Outlet
882,West Gear,1128299,17/06/2021,South,Louisiana,New Orleans,Women's Street Footwear,55,210,11550,508,Outlet
883,Kohl's,1189833,20/04/2021,West,California,Los Angeles,Men's Athletic Footwear,35,225,7875,236,Outlet
884,West Gear,1128299,16/07/2021,South,Louisiana,New Orleans,Women's Street Footwear,69,210,14490,681,Outlet
885,Sports Direct,1197831,10/10/2021,South,Texas,Dallas,Men's Street Footwear,31,225,6975,300,Outlet
886,West Gear,1197831,05/05/2021,West,Idaho,Boise,Men's Street Footwear,14,210,2940,123,Outlet
887,Sports Direct,1197831,20/05/2021,South,Tennessee,Knoxville,Women's Apparel,49,225,11025,695,Outlet
888,Sports Direct,1197831,05/11/2021,West,Idaho,Boise,Women's Street Footwear,42,210,8820,370,Outlet
889,Sports Direct,1197831,31/08/2021,South,Alabama,Birmingham,Men's Street Footwear,30,225,6750,324,Outlet
890,Kohl's,1128299,25/07/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,45,210,9450,406,Outlet
891,Sports Direct,1197831,11/10/2021,South,Alabama,Birmingham,Women's Apparel,56,225,12600,907,Outlet
892,Sports Direct,1197831,21/02/2021,South,Mississippi,Jackson,Men's Street Footwear,17,210,3570,161,Outlet
893,Foot Locker,1128299,23/12/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,54,225,12150,498,Outlet
894,West Gear,1128299,01/11/2020,South,Texas,Houston,Men's Street Footwear,37,209,7733,348,Online
895,West Gear,1128299,23/12/2021,West,Oregon,Portland,Men's Street Footwear,51,225,11475,482,Outlet
896,Foot Locker,1185732,11/07/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,40,225,9000,2700,Online
897,Sports Direct,1185732,24/05/2020,Southeast,Florida,Miami,Women's Athletic Footwear,54,209,11286,485,Online
898,Foot Locker,1185732,12/08/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,40,225,9000,2700,Online
899,Foot Locker,1197831,04/12/2021,West,Idaho,Boise,Men's Athletic Footwear,51,209,10659,576,Online
900,Kohl's,1189833,27/04/2021,West,California,Los Angeles,Women's Street Footwear,47,218,10246,533,Online
901,Sports Direct,1185732,09/02/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25,225,5625,1688,Online
902,Foot Locker,1185732,06/04/2021,Southeast,South Carolina,Charleston,Women's Apparel,39,209,8151,514,Online
903,Kohl's,1189833,13/05/2021,West,California,Los Angeles,Men's Street Footwear,49,224,10976,549,Online
904,Kohl's,1189833,03/05/2021,West,California,Los Angeles,Women's Street Footwear,48,218,10464,534,Online
905,Sports Direct,1185732,08/03/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,20,225,4500,1350,Online
906,Foot Locker,1185732,07/06/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,47,209,9823,354,Online
907,Sports Direct,1197831,11/10/2021,South,Texas,Dallas,Men's Athletic Footwear,37,218,8066,403,Online
908,Sports Direct,1197831,09/09/2021,South,Texas,Dallas,Women's Apparel,43,224,9632,626,Online
909,West Gear,1128299,10/03/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,50,209,10450,261,Outlet
910,West Gear,1128299,07/02/2020,West,Nevada,Las Vegas,Men's Street Footwear,58,218,12644,670,Online
911,Sports Direct,1197831,10/09/2021,South,Texas,Dallas,Men's Street Footwear,41,224,9184,413,Online
912,Sports Direct,1197831,27/04/2021,South,Tennessee,Knoxville,Men's Street Footwear,40,209,8360,418,Outlet
913,Sports Direct,1185732,06/10/2020,Southeast,Florida,Miami,Men's Athletic Footwear,49,224,10976,527,Online
914,Foot Locker,1185732,16/08/2020,Southeast,Florida,Miami,Men's Apparel,53,218,11554,555,Online
915,Foot Locker,1197831,05/01/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,20,209,4180,150,Outlet
916,Sports Direct,1197831,04/04/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,23,218,5014,251,Online
917,Sports Direct,1128299,13/08/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,39,209,8151,375,Outlet
918,Foot Locker,1128299,10/08/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,71,218,15478,526,Online
919,Sports Direct,1185732,07/10/2020,Southeast,Florida,Miami,Women's Street Footwear,46,224,10304,381,Online
920,Sports Direct,1128299,12/12/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,42,209,8778,413,Outlet
921,Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,Men's Street Footwear,52,224,11648,711,Online
922,West Gear,1185732,09/08/2021,Northeast,New York,Albany,Women's Apparel,55,218,11990,719,Online
923,Foot Locker,1185732,09/01/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,25,209,5225,183,Outlet
924,Walmart,1185732,16/07/2021,South,Mississippi,Jackson,Women's Apparel,49,209,10241,543,Outlet
925,Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Men's Street Footwear,53,218,11554,705,Online
926,Sports Direct,1185732,08/03/2021,Midwest,North Dakota,Fargo,Women's Apparel,30,225,6750,2700,Online
927,Amazon,1185732,10/07/2021,Northeast,Vermont,Burlington,Men's Street Footwear,45,209,9405,489,Outlet
928,West Gear,1185732,11/02/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,25,218,5450,289,Online
929,West Gear,1128299,16/02/2021,West,California,San Francisco,Women's Apparel,67,208,13936,321,Online
930,West Gear,1128299,23/12/2021,West,Oregon,Portland,Men's Athletic Footwear,72,218,15696,738,Online
931,Sports Direct,1185732,08/07/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,40,225,9000,2700,In-store
932,Kohl's,1189833,13/04/2021,West,California,Los Angeles,Men's Street Footwear,41,208,8528,443,Online
933,Sports Direct,1185732,09/08/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,40,225,9000,2700,In-store
934,Sports Direct,1197831,22/09/2021,South,Texas,Dallas,Men's Street Footwear,49,208,10192,520,Online
935,Foot Locker,1185732,05/03/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,10,225,2250,675,In-store
936,Sports Direct,1197831,23/09/2021,South,Texas,Dallas,Men's Athletic Footwear,53,208,11024,551,Online
937,Foot Locker,1185732,07/05/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,40,225,9000,3150,In-store
938,West Gear,1185732,24/04/2020,Southeast,Florida,Miami,Women's Apparel,44,208,9152,549,Online
939,Foot Locker,1185732,05/07/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,40,225,9000,2700,In-store
940,West Gear,1185732,07/09/2020,Southeast,Florida,Miami,Women's Street Footwear,49,208,10192,357,Online
941,West Gear,1185732,15/09/2020,Southeast,Florida,Miami,Men's Apparel,61,208,12688,622,Online
942,Foot Locker,1128299,09/07/2021,West,Hawaii,Honolulu,Men's Street Footwear,74,208,15392,570,Online
943,Foot Locker,1185732,06/08/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,40,225,9000,2700,In-store
944,West Gear,1185732,10/10/2021,Northeast,New York,Albany,Men's Street Footwear,57,208,11856,676,Online
945,Kohl's,1185732,11/04/2021,West,Wyoming,Cheyenne,Men's Street Footwear,39,208,8112,503,Online
946,Foot Locker,1185732,07/09/2021,Midwest,Iowa,Des Moines,Women's Apparel,40,225,9000,3600,In-store
947,Kohl's,1185732,10/09/2021,West,Wyoming,Cheyenne,Men's Street Footwear,48,208,9984,639,Online
948,West Gear,1185732,02/03/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,10,225,2250,675,In-store
949,West Gear,1185732,10/07/2021,West,Utah,Salt Lake City,Men's Street Footwear,34,224,7616,396,Online
950,Sports Direct,1185732,02/07/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,58,224,12992,650,Online
951,Sports Direct,1197831,24/07/2020,South,Texas,Houston,Women's Apparel,25,224,5600,314,Outlet
952,West Gear,1197831,05/05/2021,West,Idaho,Boise,Women's Apparel,42,218,9156,577,Online
953,Sports Direct,1197831,02/08/2020,South,Texas,Houston,Women's Street Footwear,23,224,5152,216,Outlet
954,West Gear,1128299,16/07/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,92,203,18676,1027,Online
955,Foot Locker,1185732,07/02/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,39,218,8502,391,Online
956,West Gear,1197831,05/05/2021,West,Idaho,Boise,Men's Street Footwear,18,203,3654,183,Online
957,Walmart,1197831,27/08/2020,South,Texas,Houston,Women's Athletic Footwear,28,224,6272,326,Outlet
958,Kohl's,1128299,26/06/2021,West,New Mexico,Albuquerque,Men's Street Footwear,52,203,10556,507,Online
959,Kohl's,1128299,25/07/2021,West,New Mexico,Albuquerque,Men's Street Footwear,54,203,10962,515,Online
960,West Gear,1128299,09/01/2021,West,California,San Francisco,Women's Athletic Footwear,41,224,9184,377,Outlet
961,Sports Direct,1128299,12/12/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,50,203,10150,558,Online
962,West Gear,1128299,04/02/2021,West,California,San Francisco,Women's Apparel,46,224,10304,124,Outlet
963,Foot Locker,1185732,09/01/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,34,203,6902,304,Online
964,Foot Locker,1197831,06/07/2021,West,Idaho,Boise,Women's Apparel,64,208,13312,919,Online
965,Sports Direct,1185732,04/02/2021,Southeast,North Carolina,Charlotte,Women's Apparel,29,203,5887,353,Online
966,Kohl's,1189833,17/02/2021,West,California,San Francisco,Men's Street Footwear,26,224,5824,250,Outlet
967,Foot Locker,1185732,07/10/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,42,208,8736,437,Online
968,Kohl's,1189833,18/02/2021,West,California,San Francisco,Men's Athletic Footwear,35,224,7840,235,Outlet
969,Sports Direct,1185732,02/05/2021,Southeast,North Carolina,Charlotte,Women's Apparel,51,203,10353,642,Online
970,Walmart,1197831,30/10/2020,South,Texas,Houston,Men's Apparel,30,208,6240,225,Outlet
971,Sports Direct,1185732,02/07/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,52,203,10556,538,Online
972,Kohl's,1189833,29/04/2021,West,California,Los Angeles,Men's Apparel,38,224,8512,511,Outlet
973,Kohl's,1189833,18/03/2021,West,California,Los Angeles,Women's Apparel,32,208,6656,173,Outlet
974,Sports Direct,1185732,02/09/2021,Southeast,North Carolina,Charlotte,Women's Apparel,41,203,8323,508,Online
975,Kohl's,1189833,06/05/2021,West,California,Los Angeles,Women's Apparel,46,208,9568,220,Outlet
976,Walmart,1185732,16/09/2021,South,Mississippi,Jackson,Men's Street Footwear,47,203,9541,515,Online
977,Kohl's,1189833,30/04/2021,West,California,Los Angeles,Women's Apparel,51,224,11424,263,Outlet
978,Kohl's,1189833,15/05/2021,West,California,Los Angeles,Women's Street Footwear,33,208,6864,288,Outlet
979,Walmart,1197831,21/06/2021,South,Arkansas,Little Rock,Men's Street Footwear,36,203,7308,365,Online
980,Kohl's,1189833,18/05/2021,West,California,Los Angeles,Women's Apparel,46,208,9568,230,Outlet
981,West Gear,1197831,19/12/2021,South,Arkansas,Little Rock,Men's Street Footwear,67,203,13601,748,Online
982,West Gear,1128299,14/02/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,56,208,11648,338,Outlet
983,Kohl's,1189833,28/05/2021,West,California,Los Angeles,Women's Athletic Footwear,35,224,7840,314,Outlet
984,Sports Direct,1197831,23/08/2021,South,Texas,Dallas,Men's Street Footwear,21,203,4263,166,Outlet
985,Walmart,1128299,16/07/2021,Southeast,Florida,Orlando,Men's Apparel,68,208,14144,311,Outlet
986,Sports Direct,1197831,25/08/2021,South,Alabama,Birmingham,Men's Street Footwear,7,224,1568,74,Outlet
987,Sports Direct,1197831,29/09/2021,South,Texas,Dallas,Men's Athletic Footwear,38,203,7714,363,Outlet
988,Foot Locker,1128299,24/06/2021,Southeast,Virginia,Richmond,Women's Street Footwear,58,208,12064,446,Outlet
989,Foot Locker,1185732,07/06/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,47,218,10246,461,Online
990,Walmart,1128299,17/06/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,53,224,11872,344,Outlet
991,Sports Direct,1197831,28/03/2021,South,Tennessee,Knoxville,Men's Street Footwear,13,203,2639,119,Outlet
992,Foot Locker,1128299,23/07/2021,Southeast,Virginia,Richmond,Women's Street Footwear,62,208,12896,490,Outlet
993,Foot Locker,1128299,23/07/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,60,224,13440,511,Outlet
994,Amazon,1185732,02/12/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,55,218,11990,611,Online
995,West Gear,1185732,11/06/2021,West,Utah,Salt Lake City,Men's Street Footwear,21,208,4368,188,Outlet
996,Sports Direct,1197831,29/03/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,17,203,3451,145,Outlet
997,West Gear,1128299,17/06/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,55,224,12320,554,Outlet
998,Amazon,1185732,10/04/2021,Midwest,Ohio,Columbus,Men's Street Footwear,28,218,6104,336,Online
999,West Gear,1128299,24/06/2021,West,Oregon,Portland,Women's Street Footwear,53,208,11024,430,Outlet
1000,Sports Direct,1197831,29/04/2021,South,Tennessee,Knoxville,Women's Street Footwear,40,203,8120,414,Outlet
